Name,Symbol,ISIN,WKN,Exchange,UsSymbol
BANK OF COMMERCE HLDGS,42I,US06424J1034,A0DK7X,XFRA,BOCH
Bank of Communications Co 'H',C4C,CNE100000205,A0M4W0,XFRA,
"BANK OF CYPRUS HLD.EO-,10",318,IE00BD5B1Y92,A2DJ8V,XFRA,
Bank of East Asia Ltd.,BOA,HK0023000190,868943,XFRA,
"BANK OF GREECE NA.EO 5,60",BGC,GRS004013009,910622,XFRA,
BANK OF HAWAII,PIV,US0625401098,875284,XFRA,BOH
BANK OF JINZHOU H YC 1,2JI,CNE1000023B0,A2ABSP,XFRA,
BANK OF JIUJIANG H YC1,BJ8,CNE1000031G2,A2JQPP,XFRA,
Bank of Montreal,BZZ,CA0636711016,850386,XFRA,
Bank of New York Mellon Corp.,BN9,US0640581007,A0MVKA,XETR,BKN
BANK OF QINGDAO H YC 1,4BQ,CNE100002391,A144FV,XFRA,
Bank Of Queensland Ltd.,BXZ,AU000000BOQ8,338128,XFRA,
"BANK OF SIAULIAI EO 0,29",ZH5,LT0000102253,A0B6TH,XFRA,
BANK OF ZJENGZHOU H YC 1,3BZ,CNE1000023P0,A2ACM9,XFRA,
"BANK OZK DL-,01",BO8,US06417N1037,A2JQ1Z,XFRA,OZK
BANK PAN INDONESIA,PTQ,ID1000092703,894090,XFRA,
BANK RAKYAT IND. RP 250,BYRA,ID1000118201,A1H5MK,XFRA,
BANK SINAMARAS TBK PR 100,08S,ID1000117807,A1H39B,XFRA,
BANK ZACHODNI WBK,BZI,PLBZ00000044,677298,XFRA,
BANKIA S.A.P.CONTRASP.EO1,FV02,ES0113307062,A2DS06,XFRA,
BANKINTER,BAKA,ES0113679I37,A0MW33,XFRA,
BankUnited,BNU,US06652K1034,A1H51S,XFRA,BKU
"BANKWELL FINANCIAL DL-,01",33W,US06654A1034,A1W5CP,XFRA,BWFG
Bannerman Resources Ltd.,BH6,AU000000BMN9,A0EAC6,XFRA,
BANPU PCL -FGN- BA 1,BPFG,TH0148A10Z14,A1XECY,XFRA,
BANPU PCL -NVDR- BA 10,NVAC,TH0148010R15,676041,XFRA,
BANQUE CANTONALE VAUD.SF1,B1V1,CH0531751755,A2P4UM,XFRA,
BANXA HOLDINGS INC.,AC00,CA06683R1010,A2QQHE,XFRA,
BANYAN TREE HLDGS LTD,1O7,SG1T49930665,A0J250,XFRA,
BANZAI S.P.A.,BZA,IT0005084717,A14NQF,XFRA,
Baoye Group Co. Ltd.,BKG,CNE100000213,A0M4W1,XFRA,
BAOZUN (Spons.ADR),2BZA,US06684L1035,A14S55,XFRA,BZUN
"BAOZUN INC. A DL -,0001",2BZ,KYG0891M1069,A14S6Z,XFRA,
BAPCOR LTD.,0BS,AU000000BAP9,A111GH,XFRA,
BARCLAYS PLC,BCY,GB0031348658,850403,XETR,
Barclays PLC ADRs,BCY2,US06738E2046,911762,XFRA,BCS
BARCO N.V.,BC1P,BE0974362940,A2P7YV,XFRA,
BARD1 LIFE SCIENCES,EGQ,AU000000BD12,A2AL50,XFRA,
BARDOC GOLD LTD,4SF,AU0000032377,A2PAH3,XFRA,
"BARINGS BDC INC. DL -,001",TRY,US06759L1035,A2JRMB,XFRA,BBDC
BARITO PAC. RP 1000,OB8,ID1000085707,887670,XFRA,
"BARKBY GRP PLC LS 0,00860",3WY,GB00BL6TZZ70,A2PXF3,XFRA,
BARKSDALE RES CORP.,2NZ,CA06766T1075,A2P1AL,XFRA,
BARLOWORLD,BRL1,ZAE000026639,854646,XFRA,
"BARNES + NOBLE ED. DL-,01",2BN,US06777U1016,A14WT8,XFRA,BNED
"BARNES GRP INC. DL-,01",BG4,US0678061096,861254,XFRA,B
"BARON DE LEY INH. EO 0,60",LEY,ES0114297015,908149,XFRA,
"BARON OIL PLC LS -,00025",GHA,GB00B01QGH57,A0DK4Z,XFRA,
BAROYECA GOLD+SILVER INC.,8BY1,CA0682943059,A2PMRU,XFRA,
BARRAMUNDI LTD.,607,NZBRME0001S2,A2QC2E,XFRA,
BARRATT DEVELOPMENTS,3BA,GB0000811801,859551,XFRA,
"BARRETT BUS. SVCS DL-,01",BB1,US0684631080,886799,XFRA,BBSI
Barrick Gold Corp.,ABR,CA0679011084,870450,XETR,
BARRY CALLEBA. ADR 1/100,BCLM,US0687881088,A2P8JT,XFRA,BRRLY
Barry Callebaut AG,BCLN,CH0009002962,914661,XFRA,
BARSELE MINERALS,HEG,CA0688921083,A14108,XFRA,
BARU GOLD CORP.,WG3N,CA06968L1004,A2QFCL,XFRA,
BASE RESOURCES LTD.,B4Z,AU000000BSE5,A0Q7M2,XFRA,
BASF (Spons. ADR),BASA,US0552625057,936785,XETR,BASA
BASF SE,BAS,DE000BASF111,BASF11,XETR,
"BASIC-FIT N.V. EO -,06",B4F,NL0011872650,A2AJXD,XFRA,
"BASICNET EO 0,52",BCJ,IT0001033700,929285,XFRA,
Basilea Pharmaceutica AG,PK5,CH0011432447,A0B9GA,XFRA,
Basler AG,BSL,DE0005102008,510200,XETR,
BASS METALS LTD,R2F,AU000000BSM8,A0H1G0,XFRA,
Bastei Lübbe AG,BST,DE000A1X3YY0,A1X3YY,XETR,
"BASTIDE,L.CONF.M.INH.",1DJ,FR0000035370,907048,XFRA,
BASTOGI SPA,BAOA,IT0004412497,A0RA4Y,XFRA,
BASWARE OY,BWV,FI0009008403,935319,XFRA,
Batero Gold Corp.,68B,CA0705051021,A1C4G7,XFRA,
BATHURST RESOURCES LTD.,B0R,NZBRLE0001S4,A1W0TV,XFRA,
"BATM ADV. COMMCTNS IS-,01",BAV,IL0010849045,901876,XFRA,
BATTERY MINERALS LTD,0FS,AU000000BAT1,A2DJ28,XFRA,
BATTLE NORTH GOLD O.N.,RU7N,CA07160B1067,A2P88L,XFRA,
BAUER Aktiengesellschaft,B5A,DE0005168108,516810,XETR,
"BAUHAUS INTL HLDGS HD-,10",DKW,KYG1080K1094,A0EQW9,XFRA,
BAUMOT GROUP AG O.N.,TINC,DE000A2G8Y89,A2G8Y8,XETR,
BAUSCH HEALTH COS.,BVF,CA0717341071,A2JQ1X,XFRA,
BAVARIA Industries Group AG,B8A,DE0002605557,260555,XETR,
BAVARIAN NOR NAM. DK 10,BV3,DK0015998017,917165,XFRA,
BAWAG GROUP AG,0B2,AT0000BAWAG2,A2DYJN,XFRA,
Baxter International Inc.,BTL,US0718131099,853815,XETR,BAX
"BAY.MOT.WERK.ADR 0,3333",BMWB,US0727433056,A2AMU2,XFRA,BMWYY
BAYAN RESOURCES,BNB,ID1000111701,A0Q7TW,XFRA,
"BAYCOM CORP. DL -,01",B2J,US07272M1071,A2DLBH,XFRA,BCML
BAYER (ADR),BAYA,US0727303028,879501,XETR,BAYRY
Bayer AG,BAYN,DE000BAY0017,BAY001,XETR,
BAYHORSE SILVER NEW,7KXN,CA07278W1095,A1XA1U,XFRA,
BAYLIN TECHNOLOGIES,5BT,CA0728191051,A114QX,XFRA,
BAYN GROUP AB,B39,SE0006261046,A2JAZV,XFRA,
BAYTEX ENERGY CORP,B5X,CA07317Q1054,A1H5TA,XFRA,
BayWa AG ,BYW,DE0005194005,519400,XETR,
BayWa AG vNa,BYW6,DE0005194062,519406,XETR,
BB Biotech AG,BBZA,CH0038389992,A0NFN3,XETR,
"BB HEALTHCA.TR.RED.LS-,01",67B,GB00BZCNLL95,A2DHPK,XFRA,
BBGI GLOBAL INFRASTRUCT.,7F6,LU0686550053,A1JQ5Y,XFRA,
BBI BUERG.BRAUH.IMMO.,BBI,DE0005280002,528000,XFRA,
BBMG CORP. H YC 1,9BM,CNE100000F20,A0X91F,XFRA,
"BBQ HLDGS INC. DL -,01",2RA,US05551A1097,A2PR9E,XFRA,BBQ
BBX MINERALS LTD.,FZ7,AU000000BBX1,A0DNPY,XFRA,
BC CRAFT SUPPLY,ZZD1,CA07335D1024,A2P40S,XFRA,
"BC TECHNOLOGY GROUP -,01",9D2,KYG1106B1095,A2QN4W,XFRA,
BCA BPM S.P.A.,BPM,IT0005218380,A2DJF1,XFRA,
BCA CARIGE S.P.A,BJ5,IT0005428195,A2QJR7,XFRA,
"BCA FINNAT EURAM. EO 0,20",TQ9,IT0000088853,861627,XFRA,
BCA GENERALI,B7A,IT0001031084,A0LCVJ,XFRA,
BCA MONTE D.PASCHI,MPIN,IT0005218752,A2DG69,XFRA,
BCA POPOLARE DI SONDRIO,593,IT0000784196,918561,XFRA,
BCA POPOLARE EMILIA ROMAGNA,4BE,IT0000066123,897832,XFRA,
"BCB BANCORP. INC. DL-,01",41Y,US0552981039,A0ESUL,XFRA,BCBP
BCE Inc.,BCE1,CA05534B7604,A0J3LN,XFRA,
BCI Minerals Ltd.,BC3,AU000000BCI0,A0LE2R,XFRA,
"BCO BIL.VIZ.ARG.ADR EO,-4",BBVA,US05946K1016,876152,XETR,BBVA
BCO COM. PORT.NOM. O.N.,BCPN,PTBCP0AM0015,A2ATK9,XFRA,
BCO LATINOAMER.D.COM.EX.E,D8Q,PAP169941328,884869,XFRA,
BCO SABADELL,BDSB,ES0113860A34,A0MRD4,XFRA,
BCO SANTAN.CHILE ADR/1039,BSA,US05965X1090,904916,XFRA,BSAC
BCO SANTANDER ADR 1,BSDK,US05964H1059,873816,XFRA,SAN
BE GROUP AB,BGA1,SE0008321921,A2AJWX,XFRA,
"BE SEMICON.INDSINH.EO-,01",BSI,NL0012866412,A2JLD1,XFRA,
"BE THINK,SOLVE,EXECUT.SPA",DAF,IT0001479523,580873,XFRA,
Beach Energy Ltd.,BPS,AU000000BPT9,859699,XFRA,
"BEACON ROOFING S. DL-,01",OWY,US0736851090,A0DJZ9,XFRA,BECN
BEAM GLOBAL INC.DL-001,16NA,US07373B1098,A2QDBZ,XFRA,BEEM
Bear Creek Mining Corp.,OU6,CA07380N1042,A0B9RM,XFRA,
BEARING LITHIUM,B6K2,CA0738981087,A2NB29,XFRA,
BEASLEY BROADCAST A,BZS,US0740141017,932652,XFRA,BBGI
"BEAZER HOMES USA DL-,01",BE4A,US07556Q8814,A1J51W,XFRA,BZH
"BEAZLEY PLC LS -,05",2D7,GB00BYQ0JC66,A2AF7G,XFRA,
Bechtle AG,BC8,DE0005158703,515870,XETR,
BECHTLE AG (UNSP.ADR)1/5,BC8A,US07558Q1031,A2P7ZD,XFRA,BECTY
"BECLE S.A.B. DE C.V. 0,01",6BE,MX01CU010003,A2DLRY,XFRA,
"Becton, Dickinson & Co.",BOX,US0758871091,857675,XETR,BDX
Bed Bath & Beyond Inc.,BBY,US0758961009,884304,XETR,BBBY
BEE VECTOR.TECHS INTL,1UR1,CA0765881028,A14WDZ,XFRA,
Befesa SA,BFSA,LU1704650164,A2H5Z1,XETR,
BEFIMMO,VJ6,BE0003678894,922314,XFRA,
BEGA CHEESE LTD.,B6G,AU000000BGA8,A1JJ7U,XFRA,
"BEGBIES TRAYNOR LS -,05",BTA,GB00B0305S97,A0D9NA,XFRA,
"BEGHELLI S.P.A. EO -,05",BGQ,IT0001223277,914835,XFRA,
Beiersdorf Aktiengesellschaft,BEI,DE0005200000,520000,XETR,
BEIERSDORF UNSP.ADR 1/5,BEIA,US07724U1034,A116VV,XFRA,BDRFY
BEIGENE LTD,49B,KYG1146Y1017,A144EN,XFRA,
BEIGENE LTD SP.ADR,49BA,US07725L1026,A1437N,XFRA,BGNE
"BEIJ.GAS BLUESKY HKD-,055",KO32,BMG095871098,A2DM97,XFRA,
BEIJ.JINGNENG CL.ERG.HYC1,BJ6,CNE100001336,A1JRGS,XFRA,
BEIJ.TONG R.T.CHIN.,TQR,HK0000145638,A1XDB1,XFRA,
BEIJER REF AB B,BRZ,SE0011116508,A2JKR8,XFRA,
BEIJING CAP.INTL.ARPT. 'H',BJ1,CNE100000221,A0M4W2,XFRA,
Beijing Capital Land Ltd.,BEJ,CNE100000239,A0M4W3,XFRA,
BEIJING DEV. HK,BJG,HK0154000803,881285,XFRA,
BEIJING DIGIT.TELE.H YC 1,1D2,CNE100001ST5,A1161X,XFRA,
"BEIJING E.I.HOLD. HD-,10",GGI,BMG1146K1018,A2QDLJ,XFRA,
Beijing Enterprises Holdings L,BJEB,HK0392044647,A0NEXK,XFRA,
BEIJING ENTS.WATER GROUP,HUN2,BMG0957L1090,A0Q10L,XFRA,
BEIJING JINGKEL. H YC 1,G2M,CNE100000247,A0M4W4,XFRA,
BEIJING MEDIA CORP.H YC 1,BME,CNE100000254,A0M4W5,XFRA,
BEIJING NORTH STAR -H-YC1,BJ3,CNE100000262,A0M4W6,XFRA,
BEIJING UR.C.D.+DEV.GRP H,BDG,CNE100001SV1,A116C9,XFRA,
Bekaert SA,BK8N,BE0974258874,A1C8J5,XFRA,
BEKB/BCBE,BEHV,CH0009691608,922036,XFRA,
"BEL FUSE INC. A DL-,10",BF2A,US0773472016,876528,XFRA,BELFA
"BEL FUSE INC. B DL-,10",BF2B,US0773473006,915578,XFRA,BELFB
BELDEN,QCTA,US0774541066,A0B8CA,XFRA,BDC
BELGRAVIA HARTFORD CAP.,ECA,CA07785T2011,A2QQTL,XFRA,
BELIMO HOLDING NA SF 1,B9H,CH0001503199,897962,XFRA,
BELL EQUIPMENT LTD,B2K,ZAE000028304,A0JDZ7,XFRA,
"BELL FOOD GRP AG NA.SF0,5",BWGA,CH0315966322,A2AHC2,XFRA,
"BELLEROPHON THERAP.DL-,01",6L7A,US0787713009,A2PZZR,XFRA,BLPH
Bellevue Group AG,SJZN,CH0028422100,A0LG3Z,XFRA,
BELLICUM PHARMA.INC.DL-01,BPXA,US0794814048,A2PZPL,XFRA,BLCM
"BELLRING BRANDS A DL-,01",BR6,US0798231009,A2PSTL,XFRA,BRBR
BELLROCK BRANDS INC.,0QV,CA07987E1016,A2QG6R,XFRA,
BELLSYSTEM24 HLDGS O.N.,B24,JP3835760004,A142P7,XFRA,
BELLUNA CO. LTD,73L,JP3835650007,892809,XFRA,
BELLUS HEALTH INC.,BHN0,CA07987C2040,A2PQKK,XFRA,
BELLWAY,41B,GB0000904986,869646,XFRA,
BELMONT RES INC.,L3L2,CA0804995029,A2PLWB,XFRA,
Belo Sun Mining Corp.,VE7,CA0805581091,A1C129,XFRA,
BELSHIPS ASA NK 2,NS6,NO0003094104,887150,XFRA,
BEMETALS CORP.,1OI,CA0813791096,A2PB3S,XFRA,
BENAKAT INTEGRA TBK RP100,J9B,ID1000114101,A0YASZ,XFRA,
BENCHMARK BOTANICS INC.,BBW,CA0816121036,A2H7FT,XFRA,
BENCHMARK ELTN.,BMU,US08160H1014,885906,XFRA,BHE
"BENCHMARK HLDGS LS-,001",31B,GB00BGHPT808,A1XA9S,XFRA,
BENCHMARK METALS INC.,87CA,CA08162A1049,A2JM2X,XFRA,
Bendigo Bank Ltd.,BDJ,AU000000BEN6,919400,XFRA,
"BENEFITFOCUS INC. DL-,001",BTF,US08180D1063,A1W5CS,XFRA,BNFT
Benesse Holdings Inc.,BE8,JP3835620000,897627,XFRA,
Beneteau S.A.,3GD,FR0000035164,882042,XFRA,
Bengal Energy Ltd.,8BE,CA08184N1006,A1CWLY,XFRA,
BENITEC BIOPHARMA INC.,BJ93,US08205P1003,A2P06Q,XFRA,BNTC
"BENTLEY SYSTEMS B DL-,01",BS81,US08265T2087,A2QDK6,XFRA,BSY
BENTOEL INTL INV. RP 50,LFV,ID1000052509,529847,XFRA,
BENTON RESOURCES INC.,BR0,CA0832981090,A1J1ME,XFRA,
BENZ MINING CORP CDI/1,1VU0,AU0000118796,A2QMDT,XFRA,
BENZ MINING CORP.,1VU,CA08345Q2080,A2DVM5,XFRA,
BEOWULF MINING PLC,B4E,GB0033163287,A0CAGN,XFRA,
Berentzen-Gruppe AG,BEZ,DE0005201602,520160,XETR,
BERGENBIO ASA,7BG,NO0010650013,A2DPC0,XFRA,
BERGS TIMBER AB B SK 5,2HW,SE0000101297,570299,XFRA,
Berkeley Energy Ltd.,B5R,AU000000BKY0,911733,XFRA,
BERKELEY GRP HLDG,42BA,GB00B02L3W35,A0DKWY,XFRA,
"BERKELEY LIGHTS DL-,00005",64B,US0843101017,A2P9RR,XFRA,BLI
Berkshire Hathaway B,BRYN,US0846707026,A0YJQ2,XETR,BRYN
Berkshire Hathaway Inc. Cl A,BRH,US0846701086,854075,XETR,
BERKSHIRE HILLS BANCORP,4I9,US0846801076,676594,XFRA,BHLB
Berliner Effektengesellschaft AG,BFV,DE0005221303,522130,XFRA,
"BERRY CORP. DL -,001",1P6,US08579X1019,A2JDNZ,XFRA,BRY
"BERRY PLASTICS GRP DL-,01",BP0,US08579W1036,A1J4U3,XFRA,BERY
Bertrandt AG,BDT,DE0005232805,523280,XETR,
BESSOR MINERALS INC.,TYMA,CA08650L1094,A2PG6U,XFRA,
Best Buy Co. Inc.,BUY,US0865161014,873629,XFRA,BBY
BEST INC. SPONS. ADR 1,299A,US08653C1062,A2DXTR,XFRA,BEST
BEST PAC.INTL HLDGS HD-01,NWQ,KYG106891008,A114UE,XFRA,
BESTON GLOBAL FOOD CO.LTD,B0K,AU000000BFC6,A14WYB,XFRA,
bet-at-home.com AG,ACX,DE000A0DNAY5,A0DNAY,XETR,
Beta Systems Software AG,BSS,DE000A2BPP88,A2BPP8,XFRA,
"BETER BED HLDG EO-,02",BBQ,NL0000339703,A0JMCY,XFRA,
BETMAKERS TECH. GRP,T07,AU0000050585,A2PM3J,XFRA,
BETSSON AB B,V72H,SE0014186532,A2P60Z,XFRA,
"BETTER COLLECTIVE EO-,01",9C8,DK0060952240,A2JNTW,XFRA,
BETTER PLANT SCIENCES INC,YG3,CA0877371025,A2QBR0,XFRA,
BETTERLIFE PHARMA INC.,NPAU,CA08772P2026,A2P7XN,XFRA,
BETTERU EDUCAT.CORP.,5OGA,CA08773A1057,A2DM3W,XFRA,
BETTERWARE DE MEXICO SAB,BM0,MX00BW020002,A2QAZF,XFRA,
BEVCANNA ENTERPRISES INC.,7BC,CA08783B1013,A2PNFY,XFRA,
BEWHERE HOLDINGS INC.,S9XC,CA08825T1021,A2AD9U,XFRA,
BEWI ASA NK 1,5T0,NO0010890965,A2QBBR,XFRA,
BEXIMCO PHARMA.GDR REGS 1,R2WA,US0885792061,A0ETTX,XFRA,BXP
"BEYOND AIR INC. DL-,0001",48L,US08862L1035,A2PNGL,XFRA,XAIR
BEYOND MEAT INC.,0Q3,US08862E1091,A2N7XQ,XETR,BYND
BEYOND MEDICAL TECHS,7FM4,CA0886411051,A2QMDJ,XFRA,
"BEZANT RES PLC LS -,002",BN5,GB00B1CKQD97,A0LAVD,XFRA,
BFF BANK S.P.A.,2BF,IT0005244402,A2DM29,XFRA,
"BGC PARTNERS INC.A DL-,01",ESDA,US05541T1016,A0NJH6,XFRA,BGCP
"BGSF INC. DL-,01",BGK0,US05601C1053,A2QN4K,XFRA,BGSF
BHANG INC.,P5ZB,CA08862K1057,A2PLUA,XFRA,
BHB BRAUHLD.BAY.MIT.AG,B9B,DE000A1CRQD6,A1CRQD,XFRA,
BHG GROUP AB,7B1,SE0010948588,A2JG92,XFRA,
BHP Billiton,BHP1,AU000000BHP4,850524,XFRA,
BHP BILLITON (ADR)/2,BIL1,US05545E2090,909062,XFRA,BBL
BHP Billiton Ltd. Sp. ADRs,BHP,US0886061086,863578,XFRA,BHP
BHP Group plc,BIL,GB00BH0P3Z91,A2N9WV,XETR,
BIALETTI INDUSTRIE,32B,IT0004222102,A0MXBQ,XFRA,
"BIANCAMANO S.P.A. EO -,01",2EJ,IT0004095888,A0MLYX,XFRA,
BIC CAMERA INC.,1U3,JP3800390001,A0KD08,XFRA,
Bic S.A.,BIF,FR0000120966,860804,XFRA,
BICYCLE THERAP. SP.ADR/1,50BA,US0887861088,A2PKZC,XFRA,BCYC
"BIDSTACK GROUP LS -,005",HHRN,GB00BZ7M6059,A2JSNT,XFRA,
Bidvest Group Ltd,NQL1,ZAE000117321,A0MV5A,XFRA,
BIESSE S.P.A. EO 1,BI2,IT0003097257,675689,XFRA,
"BIFFA PLC LS-,01",86B,GB00BD8DR117,A2ATKH,XFRA,
"BIG 5 SPORT.GOODS DL-,01",BG3,US08915P1012,634728,XFRA,BGFV
Big Lots Inc.,4B3,US0893021032,869884,XFRA,BIG
BIG RIDGE GOLD CORP.,3H8B,CA08949R1073,A2QDRA,XFRA,
BIG RIVER GOLD LTD,LUC,AU0000052060,A2PNUJ,XFRA,
BIG RIVER INDS LTD,BRI.AX,AU000000BRI8,A2DRMA,XFRA,
BIG ROCK PARTN.ACQ. UT,B1QA,US0894822024,A2QDMT,XFRA,BRPAU
"BIG ROCK PRTN.ACQ.DL-,001",B1Q,US0894821034,A2QDMS,XFRA,BRPA
Big Yellow Group PLC,B9Y,GB0002869419,539971,XFRA,
BIGBEN INTERACT.INH. EO 2,BX9,FR0000074072,931084,XFRA,
"BIGCOMMERCE HLD. 1 -,0001",BI1,US08975P1084,A2P9T5,XETR,BIGC
BIGDISH PLC,7QQ,JE00BG12QT70,A2JR0D,XFRA,
BIGG DIGITAL ASSETS INC.,7111,CA0898041086,A2PS9W,XFRA,
BIGLARI HLDGS CL. B,SQ7B,US08986R3093,A2JK8L,XFRA,BH
BII RAILW.TRANSP.TECH.H.,CN6,KYG1267V1005,A2DWL6,XFRA,
Bijou Brigitte AG,BIJ,DE0005229504,522950,XETR,
"BILBY PLC LS -,10",0D6,GB00BV9GHQ09,A14QFL,XFRA,
Bilfinger SE,GBF,DE0005909006,590900,XETR,
BILFINGER SE UNSP.ADR 1/5,GBFU,US09003Q1004,A11940,XFRA,BFLBY
"BILIA AB A FRIA SK 2,50",BHJC,SE0009921588,A2DS4F,XFRA,
"BILIBILI ADR/1Z DL-,0001",71BA,US0900401060,A2JG7L,XFRA,BILI
"BILL.COM HLDGS DL-,00001",0M5,US0900431000,A2PWWA,XFRA,BILL
BILLERUDKORSNAS,BNF,SE0000862997,807435,XFRA,
BILLION INDUSTRIAL HLDG,2BL,KYG110431098,A1JJZH,XFRA,
BIMOBJECT AB,BOJB,SE0011644376,A2N5P8,XFRA,
BINGO INDUSTRIES LTD,BI6,AU000000BIN7,A2DQKL,XFRA,
"BINHAI INVESTM.CO. HD-,10",WS7A,BMG1118Y1214,A14T79,XFRA,
BINOVI TECHNOLOGIES CORP.,2EYA,CA09076N1096,A2P755,XFRA,
"BIO BLAST PHARMA IS -,01",1BT,IL0011319527,A119KH,XFRA,
"BIO-KEY INTL DL-,01",BJO,US09060C4087,A2QJDQ,XFRA,BKYI
BIO-PATH HLDGS INC.,IBPB,US09057N3008,A2PB4K,XFRA,BPTH
BIO-RAD LABORATORIES 'A',BUWA,US0905722072,865406,XETR,BIO
BIO-RAD LABS INC. B DL 1,BUW,US0905721082,862449,XFRA,
"BIO-TECHNE CORP. DL-,01",TE1,US09073M1045,A12ENG,XFRA,TECH
BIO-UV GROUP SAS EO1,4Y4,FR0013345493,A2JQPS,XFRA,
BIO-WORKS TECHN. AB,1BD,SE0007387089,A2JADR,XFRA,
BIOARCTIC AB B,B9A,SE0010323311,A2H5GS,XFRA,
BIOASIS TECHNOLOGIES INC.,107,CA09064N1033,A1KCZ1,XFRA,
"BIOCARDIA INC.NEW DL-,001",6JU,US09060U5074,A2PLXH,XFRA,BCDA
BIOCARTIS GR. 144A/REG S,8XB,BE0974281132,A14R82,XFRA,
"BIOCEPT INC. DL -,0001",B003,US09072V5012,A2QEQE,XFRA,BIOC
"BIOCORP PRODUCTION EO-,05",8BP,FR0012788065,A14V4G,XFRA,
BioCryst Pharmaceuticals Inc.,BO1,US09058V1035,896047,XFRA,BCRX
"BIODELIVERY SCIE. DL-,001",BD5,US09060J1060,766464,XFRA,BDSI
BIOERA SPA,B2AA,IT0005387995,A2PTLB,XFRA,
Biofrontera AG,B8F,DE0006046113,604611,XETR,
BIOFRONTERA AG SP.ADR/2,B8FE,US09075G1058,A2JEEX,XFRA,BFRA
BIOGAIA AB B SK 1,BGL,SE0000470395,914755,XFRA,
Biogen Idec Inc.,IDP,US09062X1037,789617,XETR,BIIB
BIOHARVEST SCIENCES INC,8MV,CA09076J1084,A2P3RM,XFRA,
BIOHAVEN PHARMAC.HLDG CO.,2VN,VGG111961055,A2DQ7W,XFRA,
"BIOHITECH GLOBAL DL-,0001",46Q,US09074B1070,A2JPKE,XFRA,BHTG
BIOINVENT INTERN. SK 2,BIX0,SE0015244520,A2QJRW,XFRA,
"BIOLASE INC. DL -,001",BTH1,US0909112072,A2JLZ6,XFRA,BIOL
"BIOLIFE SOLUTIONS DL-,001",BJX1,US09062W2044,A1XCF2,XFRA,BLFS
"BIOLIN.RX S.ADR 15 IL-,01",YP2A,US09071M2052,A2PNW3,XFRA,BLRX
Biomarin Pharmaceutical Inc.,BM8,US09061G1013,924801,XETR,BMRN
BIOMARK DIAGNOSTICS INC.,20B,CA09073K1084,A12EKB,XFRA,
BIOME GROW INC.,6OTA,CA09075M1023,A2N690,XFRA,
BIOMED-LUBLIN WYT.SUR.,6NQ,PLBMDLB00018,A1J10U,XFRA,
bioMérieux,EYWN,FR0013280286,A2DXZH,XFRA,
BION PLC,8YZ,JE00BYTQ7945,A2AJ7P,XFRA,
"BIONANO GENOMICS DL-,0001",2Y3,US09075F1075,A2JRLZ,XFRA,BNGO
BIOND.PHAR.S.ADS/40 IL-01,2F5,US09073Q1058,A14TFZ,XFRA,BVXV
Bionomics LTD.,B1N,AU000000BNO5,936199,XFRA,
"BIONOR PHARMA AS NK -,25",NU5,NO0003106700,932314,XFRA,
BioNTech SE (ADR),22UA,US09075V1026,A2PSR2,XETR,BNTX
"BIOPHARMA CREDIT DL -,01",B3P,GB00BDGKMY29,A2DN3S,XFRA,
BIOPHYTIS ADR/1 O.N.,6XBA,US09076G1040,A2PNTA,XFRA,BPTS
BIOPHYTIS NAM.,6XB,FR0012816825,A14V4J,XFRA,
BIOPORTO A/S B DK 1,2P4,DK0011048619,893191,XFRA,
"BIOSEARCH S.A.INH. EO-,24",PUL,ES0172233118,694480,XFRA,
"BIOSYNEX INH. EO-,10",0DL,FR0011005933,A1H8G1,XFRA,
BIOTAGE AB SK 1,PQX1,SE0000454746,A0MNB5,XFRA,
BIOTEC PHARMACON ASA NK 1,B4V,NO0010014632,A0HGR5,XFRA,
Biotest AG St,BIO,DE0005227201,522720,XETR,
Biotest AG Vz,BIO3,DE0005227235,522723,XETR,
BIOTON S.A. ZY 20,7U5,PLBIOTN00029,A0D9SD,XFRA,
BIOVAXYS TECHNOLOGY CORP.,5LB,CA09076M1014,A2QE16,XFRA,
"BIOVENTIX PLC LS -,05",51B,GB00B4QVDF07,A113DD,XFRA,
BIOVICA INTERNATIONAL,9II,SE0008613731,A2DPS4,XFRA,
"BIOXCEL THERAPEUT DL-,001",BX2,US09075P1057,A2JF20,XFRA,BTAI
Birchcliff Energy Ltd.,39B,CA0906971035,A0LAT0,XFRA,
BIRD CONSTRUCTION,6LT,CA09076P1045,A1H5DX,XFRA,
BIRD RIVER RES. INC.,1Q1A,CA0908232048,A2QHV7,XFRA,
BIRKS GROUP INC. A,2BG,CA09088U1093,A1W6EZ,XFRA,
Bitcoin Group SE,ADE,DE000A1TNV91,A1TNV9,XETR,
BITRUSH CORP.,0XSN,CA09173X1096,A140AE,XFRA,
BITTERROOT RESOURCES,BQ51,CA0919012074,A14102,XFRA,
BITTIUM OYJ,JOT,FI0009007264,916295,XFRA,
BJ'S RESTAURANTS INC.,ZCG,US09180C1062,A0B7Y0,XFRA,BJRI
"BJ'S WHOLESALE C.H.DL-,01",8BJ,US05550J1016,A2JPDX,XFRA,BJ
BK INA PERDANA TBK RP 100,6IN,ID1000130404,A1XB2U,XFRA,
BK MANDIRI RP 500,PQ9,ID1000095003,813177,XFRA,
BK NEGARA IND. RP 7500,BKE1,ID1000096605,A0BK9S,XFRA,
